;;;;;;;;;;;;;;;;
6;Nr sklepu;Miasto;Kod pocztowy;Ulica;;Data dostawy;Data monta?u;Nr zamówienia;CSP;Wykonawca;;Nr Maszyny;;;;
Sieradz;2974;Sieradz;98-200;ul. Targowa 3C;;aura;11.12.2023;PO23/26651;B/322974000124;;;23104448;51,595840;18,730230;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;7766;?ód?;91-433;Franciszka?ska 31A;;aura;11.12.2023;PO23/31044;B/317766000123;;;23104465;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5512;PIASTÓW;05-820;WARSZAWSKA 3B;;aura;11.12.2023;PO23/32126;B/315512000323;;;23104393;52,184350;20,839520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;7768;Warszawa;04-471;ul. Pociskowa 4;;aura;11.12.2023;PO23/30209;B/317768000223;;;23104470;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;4902;Warszawa;03-579;ul. Kra?nicka 6;;aura;06.12.2023;PO23/31077;B/324902000223;;;23104461;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;1325;Dzierzoniów;58-200;os. Rózane 23;;aura;;PO23/27006;B/321325000123;;;23104336;50,729000;16,651000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Brzeg;7552;Syców;56-500;Kolejowa 2A;;aura;;PO23/27795;B/317552000122;;;23104296;51,183587;17,441907;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lublin;2154;Boles?awiec;59-700;ul. Wróblewskiego 4a i 4b;;aura;06.12.2023;PO23/29191;B/322154000223;;;23104394;51,264180;15,569700;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;5236;Trzebinia;32-540;ul. Mloszowska 46;;aura;08.12.2023;PO23/27633;B/325236000123;Martin;;23104384;50,160000;19,469000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kraków;7749;BULOWICE;;STARA DROGA;;aura;11.12.2023;PO23/31192;B/317749000123;;machine replacement;23104714;49,876000;19,289000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7490;Ustron;43-450;Wiejska;;aura;30.11.2023;PO23/28829;B/317490000123;;;23104242;49,722000;18,812000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wyszków;7625;Suwalki;16-400;(ul. Wyszy?skiego);;aura;;PO23/25502;B/317625000123;;;23104446;54,111000;22,930000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Koszalin;7588;Koszalin;75-135;Szczeci?ska;;aura;30.11.2023;PO23/26813;B/317588000123;Micha?;;23104617;54,194380;16,172220;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;7615;Tarnów;33-100;ul. B?onie 57b (obok stacji Orlen przy rondzie);;aura;12.12.2023;PO23/31748;B/317615000123;Zenek;ok;23104297;50,013810;20,986980;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;5257;Warszawa;03-420;ul. Szwedzka 43;;aura;13.12.2023;PO23/31471;B/325257000123;Grzegorz;;23104589;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
WARSZAWA;7727;WARSZAWA;02-237;AL. KRAKOWSKA 291;;aura;15.12.2023;PO23/31310;B/317727000323;;;23104606;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;1153;SIEMIANOWICE;41-100;ul. O?wi?cimska 1A;;aura;29.11.2023;PO23/31009;"B/321153000123 
";Martin;ok;23104323;50,327380;19,029010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;5350;Poznan;61-706;ul. Libelta 5;;aura;30.11.2023;PO23/23710;B/325350000122;Eltech;ok;23104279;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;7617;Glogoczów;32-444;DK52;;aura;24.11.2023;PO23/27903;B/317617000123;;;23104459;49,908000;19,874000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kraków;7508;Jawornik;BRAK;DW 955;;aura;17.11.2023;PO23/27901;B/317508000222;Grzegorz;;23104400;49,855000;19,896000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Koszalin;1211;Kolobrzeg;78-100;ul. Wojska Polskiego 15;;aura;20.11.2023;PO23/25044;B/321211000123;Dawid;ok;23104035;54,175650;15,583420;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Warszawa;6311;Warszawa;02-237;SZELIGOWSKA 10;;aura;15.12.2023;PO23/32141;B/316311000123;;;23104675;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5147;Zgierz;95-100;Ul. Kasprowicza 12A;;aura;;PO23/31280;B/325147000123;;;23104674;51,855610;19,406230;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5329;Lódz;94-221;ul. Zlotno 31;;aura;;PO23/31278;B/325329000123;;;23104737;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;4912;Bialystok;15-762;ul. Antoniuk Fabryczny 58;;aura;;PO23/23020;B/324912000123;Grzegorz;;23103590;53,133330;23,164330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;1648;Zelów;97-425;ul. Kosciuszki 2;;aura;;PO23/31276;B/321648000123;;;23104768;51,531310;20,008550;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Sieradz;3143;Lódz;94-006;ul. Zagrodniki 8;;aura;;PO23/31283;B/323143000122;;;23104698;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;7511;Przeworsk;37-200;ul. Lwowska 65a;;aura;10.11.2023;PO23/28425;B/317511000122;Zenek;;23104392;50,059000;22,494000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;7510;Or?y;37-716;ul. Krakowska 9a (obok stacji Orlen);;aura;22.12.2023;PO23/31749;B/317510000123;;;23104395;49,783000;22,767000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wyszków;7675;Suwalki;16-400;ul. Krasickiego;;aura;;PO23/25494;B/317675000224;;;23104376;54,111000;22,930000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wyszków;3523;AUGUSTÓW;16-300;UL.SUCHARSKIEGO 2;;aura;11.12.2023;PO23/27300;B/323523000123;;;23104361;53,843210;22,979790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;3482;Wroclaw;53-138;ul. Powst.Slaskich 159;;aura;;PO23/21927;B/323482000123;;;23104622;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;4463;Wroclaw;50-518;ul. Sw. Jerzego 2;;aura;;PO23/24648;B/324463000121;;;23104559;51,100000;17,033330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Brzeg;7394;Zerniki Wroclawskie;55-010;Wroclawska;;aura;;PO23/27809;B/317394000122;;;23104591;51,045000;17,210000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Brzeg;7484;Olesnica;BRAK;Krzywoustego;;aura;;PO23/32698;B/317484000122;;;20104529;51,213380;17,389860;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;4626;Suszec;43-267;ul. Piaskowa 2;;aura;;PO23/27378;B/324626000123;Martin;;23104565;51,107385;19,954520;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;3598;Mikolów;43-190;ul. Mlynska 11;;aura;;PO23/20969;B/323598000121;Martin;;23104557;50,171030;18,904100;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;5946;ZAWIERCIE;;UL. JA?OWCOWA 4;;aura;11.12.2023;PO23/31165;B/315946000123;;;23104618;50,487660;19,416790;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;7687;Grudziadz;BRAK;ul. Konstytucji 3 maja;;aura;;PO23/27491;B/317687000224;;;23104352;53,484110;18,753660;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;4576;Pi?a;;ul. Tczewska;;aura;;PO/23/33842;B/324576000123;;;23104713;53,151450;16,737820;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;1588;Zlocieniec;78-520;ul. Okrzei 11;;aura;;PO23/23040;B/321588000123;;;23104778;53,920643;15,992907;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gda?sk;6221;Gda?sk;80-126;ul Hausbrandta 27J;w?a?ciwy numer 6221 nie 6621;aura;28.12.2023;PO23/33644;B/316221000123;;;23104776;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;7684;Koscierzyna;83-400;Rolnicza;;aura;15.12.2023;PO23/26875;B/317684000124;;;23104678;54,122260;17,981190;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7491;Zory;44-240;jowej/Malinowa;;aura;27.11.2023;PO23/25758;B/317491000122;Martin;;23104080;50,045000;18,700000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7859;Cieszyn;BRAK;Graniczna;;aura;;PO23/30674;B/317859000223;;;23104521;49,751330;18,632130;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sosnowiec;7541;Wancerzów;;ul. Malownicza 2;;aura;11.12.2023;PO23/29355;B/317541000123;Martin;;23104522;50,287000;19,104000;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Ruda Slaska;4459;Herby;42-284;Lubliniecka 56b;;aura;;PO23/28600;B/35RUDA000523;;;23104672;50,796460;19,124090;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda Slaska;7379;WOJKOWICE;;UL. SOBIESKIEGO;;aura;11.12.2023;PO23/31182;B/317379000122;Martin;;23104466;50,258400;18,856320;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Sosnowiec;7671;Ogrodzieniec;42-440;ul. Ko?ciuszki;;aura;11.12.2023;PO23/27852;B/317671000123;Grzegorz;;23104439;50,468107;19,409193;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kostrzyn;7789;Pozna?;61-680;Morasko 21a;;aura;21.12.2023;PO23/31446;B/317789000223;;;23104740;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;7779;Zabrze;BRAK;Mielzynskiego;;aura;28.12.2023;PO23/30260;B/317779000123;;;23104780;50,324920;18,785760;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubin;4454;Leszno;64-100;ul. Kasprowicza 4;;aura;;PO23/14476;B/324454000123;;;23104677;51,841000;16,574000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;7210;Kalisz;62-800;Stawiszy?ska;;aura;11.12.2023;PO23/30668;B/317210000123;;;23104712;51,761000;18,091000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Grudziadz;1052;Kolo;62-600;Wloclawska16b;;aura;;PO23/31195;B/321052000123;;;23104710;52,200240;18,638650;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;5296;Nowe Skalmierzyce;63-460;ul. Kaliska 16B;;aura;29.12.2023;PO23/31274;B/325296000123;;;23104748;51,655010;17,806860;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Kraków;5789;Kraków;30-798;Czeczów 48;;aura;;PO23/32201;B/315789000123;;;23104699;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;1561;Walcz;;ul. 12 Lutego 15;;aura;;PO23/25313;B/321561000123;;;23104697;53,273000;16,471000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wojnicz;7645;Rzeszów;35-603;ul. Wieniawskiego 73a;;aura;17.11.2023;PO23/28574;B/317645000123;Zenek;;23104624;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;7685;?ubianka;87-152;ul. Torunska;;aura;13.12.2023;PO23/31250;B/317685000224;Karol;;23104552;53,056051;18,572430;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Lubartów;5887;Chelm;BRAK;Lwowska 105;;aura;;PO23/31588;B/315887000123;Jarek;;23104523;51,143000;23,472000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kostrzyn;6346;?roda Wielkopolska;63-000;Kili?skiego;;aura;21.12.2023;PO23/32752;B/386346000123;;;23104769;52,228430;17,276170;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
WARSZAWA;7881;WARSZAWA;04-083;IGA?SKA 2;;aura;08.01.2024;PO23/33672;B/317881000123;;;23104551;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;6329;Werbkowice;;Zamojska;;aura;;PO23/33906;B/316329000123;Jarek;;23104876;51,460260;22,609520;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Gorzów Wlkp.;2433;Lipiany;;ul. Jednosci Narodowej 9;prawdopodobnie przeniesiona na 7126;aura;;PO23/20056;B/322433000123;;;23104359;52,100000;19,400000;fallback: centrum Polski - do weryfikacji;Brak dopasowania miejscowo?ci/kodu
Gdansk;4207;Gdansk;80-283;ul. Mysliwska 102;;aura;;PO23/34026;B/324207000123;Micha?;;23104877;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;4629;Gdansk;80-437;ul. Wajdeloty 12;;aura;;PO23/34001;B/324629000122;Micha?;;23104830;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;4585;Gdynia;81-578;ul. Wiczlinska 67;;aura;;PO23/34022;B/324585000123;Micha?;;23104739;54,518890;18,531880;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;7731;Chojnice;89-600;ul. Czluchowska;;aura;08.01.2024;PO23/27726;B/317279000122;Dawid;;23104826;53,695540;17,557010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;4425;Annopol;23-235;ul. Radomska 28A;;aura;;PO24/00280;B/324425000123;Jarek;;23104701;50,923600;22,227060;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Grudziadz;2786;Barczewo;11-010;ul. Wojska Polskiego 1A;;aura;25.01.2024;PO24/00665;B/352786000123;;;23104810;53,936667;20,427000;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Ruda ?l?ska;4176;?wierklaniec;42-622;Parkowa 7;;aura;;PO22/06686;B/324176000221;;;23104895;50,445480;18,861470;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Mszczonów;2434;Kielce;25-504;ul. Czarnowska 14;;aura;12.02.2024;PO24/00713;B/322434000124;;ok;23104878;50,870330;20,627520;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;2866;Mikolajki;11-730;ul. Dabrowskiego 2;;aura;14.02.2024;PO24/00670;B/322866000124;;ok;23104771;54,082012;20,957733;prefiks 2-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wojnicz;2990;Grybów;33-300;ul. Kolejowa 2;;aura;12.02.2024;PO24/00810;B/322990000124;;ok;23104631;49,621770;20,697050;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
WARSZAWA;5029;WARSZAWA;01-161;OBOZOWA 16;;aura;12.02.2024;PO24/01474;B/325029000123;;ok;23104770;52,229770;21,011780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda ?l?ska;7734;Lesnica;47-150;1 maja;;aura;11.12.2023;PO23/26226;B/317734000123;Martin;ok;23104727;50,510700;18,300560;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Wojnicz;6050;Rzeszów;35-506;ul. Iranka Osmeckiego 25;;aura;19.02.2024;PO24/01916;B/326050000125;;ok;23104910;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Lubartów;7495;Stasin;21-030;Stasin 104E;;aura;;PO24/03459;B/317495000122;;ok;23104846;51,254485;22,681908;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Gdansk;1679;Gdansk;80-266;ul. Grunwaldzka 211;;aura;16.02.2024;PO24/01896;B/321679000123;;ok;23104905;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;1596;Straszyn;83-010;ul. Starogardzka 1;;aura;16.02.2024;PO24/02450;B/321596000124;;ok;23104857;54,273000;18,581000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Gdansk;4721;Gdansk;80-851;ul. Karmelicka 1;;aura;;PO24/01738;B/324721000123;;;23104939;54,352270;18,649120;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;3386;Bialystok;15-763;ul. Ogrodniczki 2;;aura;22.02.2024;PO24/00759;B/323386000123;;;23104918;53,133330;23,164330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Ruda Slaska;4174;Racibórz;47-400;ul. Opawska 18;;aura;20.02.2024;PO24/00264;B/324174000123;;;23104893;50,092000;18,219000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Ruda Slaska;2029;Cieszyn;43-400;ul. Kolejowa 20;;aura;26.02.2024;PO24/00248;B/322029000123;;;23104936;49,751330;18,632130;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;3191;?ódz;90-737;ul. Zeromskiego 32;;aura;26.02.2024;PO24/01460;B/323191000124;;z Bulowic;23104513;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;7336;Juszkowo;83-010;ul. Radu?ska 2A;;aura;16.02.2024;PO23/29643;B/317336000423;;;23104849;54,277000;18,603500;ten sam kod pocztowy z innych rekordów arkusza;?rednia z rekordów w arkuszu
Wojnicz;1931;Rzeszów;35-222;ul. Okulickiego 6;;aura;26.02.2024;PO24/01915;B/321931000124;;;23104933;50,041320;21,999010;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Mszczonów;2794;?yrardów;96-300;ul. Skrowaczewskiego 68;;aura;26.02.2024;PO24/01507;B/322794000124;;ok;24100571;52,048800;20,445990;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Grudziadz;4806;Bydgoszcz;85-310;ul. Mostowa 2;;aura;26.02.2024;PO24/01659;B/324806000123;;;23104901;53,123500;18,007620;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;4457;Krokowa;;?arnowiecka;;aura;;PO24/03674;B/314457000123;;;24100513;54,352270;18,649120;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Lubin;3977;Szprotawa;;Ko?uchowska 3;;aura;20.02.2024;PO24/03709;B/35LUBI000124;;;23104891;51,400890;16,201490;fallback: miasto/baza z kolumny B;GeoNames / baza miast + korekty lokalne
Brzeg;2361;Gogolin;47-320;ul. Strzelecka 17A;;aura;27.02.2024;PO24/01198;B/322361000124;;;23104911;50,475150;17,965390;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
Warszawa;3236;Pruszków;05-800;ul. Wojska Polskiego 11;;aura;28.02.2024;PO24/01808;B/323236000223;;awaria;24100533;52,170720;20,812140;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Gdansk;5255;Rumia;84-230;ul. Sobieskiego 14A;;aura;;PO23/34020;B/325255000122;;;24100541;54,570920;18,388020;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;1113;?ask;98-100;ul. Jana Pawla II 7;;aura;04.03.2024;PO24/01468;B/321113000124;;0K;24100508;51,590560;19,132780;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wojnicz;2401;Tarnów;33-100;ul. Czerwonych Klonów 9;;aura;14.02.2024;PO24/01675;B/322401000124;;OK;23104794;50,013810;20,986980;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kraków;4546;Kraków;31-222;ul. Glogera 22;;aura;08.03.2024;PO24/03250;B/324546000124;;;24100501;50,061430;19,936580;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Kostrzyn;3951;Poznan;61-492;ul. Dolna Wilda 104/106;;aura;11.03.2024;PO24/01818;B/323951000122;;;24100160;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;2767;Bia?ogard;78-200;ul. Mickiewicza 17;;aura;11.03.2024;PO24/01828;B/322767000124;;;24100192;54,006960;15,987510;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;3752;NOWOGARD;72-200;BOHATERÓW WARSZAWY 103A;;aura;19.02.2024;PO24/02622;B/323752000124;;;23104897;53,674000;15,117000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Kostrzyn;5179;Pozna?;60-518;Kraszewskiego 30;;aura;05.03.2024;PO24/03517;B/325179000124;;;24100550;52,406920;16,929930;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Wyszków;4579;Radzymin;05-250;ul. Weteranów 22;;aura;11.03.2024;PO24/02225;B/324579000124;;pierwsza: 24100152;obecna : 24101426;52,416000;21,184000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Wyszków;1429;Bialystok;15-008;ul. Wyszynskiego 21;;Zamiana z 24100563 na 25100392 1 mont 2024-03-07 . / 2025-03-11 [ Data Zamiany];07.03.2024;PO24/01427;B/321429000124;;Pierwsza:24100563;Obecna: 25100392;53,133330;23,164330;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Sieradz;2405;Pabianice;95-200;ul. Traugutta 14;;aura;13.03.2024;PO24/01786;B/322405000124;;;24100299;51,665000;19,354000;miasto (r?czna korekta / centroid miejscowo?ci);GeoNames / baza miast + korekty lokalne
Sieradz;3865;?ódz;92-507;ul. Dostojewskiego 2;;aura;11.03.2024;PO24/01528;B/323865000119;;;24100103;51,770580;19,473950;miasto (GeoNamesCache centroid);GeoNames / baza miast + korekty lokalne
Koszalin;5089;Stepnica;72-112;ul. Krzywoustego 1D;;aura;18.03.2024;PO24/01942;B/325089000124;Dawid;ok;24100315;53,563920;14,828540;prefiks 3-cyfrowy kodu z arkusza;?rednia z rekordów w arkuszu
